Gene_Name,Drug_ID,Indication_Name,Phase
MT-ND5,CHEMBL1703,malignant colon neoplasm,PHASE_2
MT-ND5,CHEMBL1703,Fanconi anemia,PHASE_2
MT-ND5,CHEMBL1703,lung carcinoma,PHASE_2
MT-ND5,CHEMBL1703,Vitiligo,PHASE_2
MT-ND5,CHEMBL1703,secondary progressive multiple sclerosis,PHASE_2
MT-ND5,CHEMBL1703,multiple sclerosis,PHASE_2
MT-ND5,CHEMBL1703,primary progressive multiple sclerosis,PHASE_2
MT-ND5,CHEMBL1703,infertility,PHASE_2
MT-ND5,CHEMBL1431,Hepatitis,PHASE_2
MT-ND5,CHEMBL1431,body weight gain,PHASE_2
MT-ND5,CHEMBL1431,pulmonary arterial hypertension,PHASE_2
MT-ND5,CHEMBL1431,neoplasm,PHASE_2
MT-ND5,CHEMBL1431,colorectal neoplasm,PHASE_2
MT-ND5,CHEMBL1431,metastatic prostate cancer,PHASE_2
MT-ND5,CHEMBL1431,diabetic foot,PHASE_2
MT-ND5,CHEMBL1431,chronic lymphocytic leukemia,PHASE_2
MT-ND5,CHEMBL1431,prostate adenocarcinoma,PHASE_2
MT-ND5,CHEMBL1431,metastatic melanoma,PHASE_2
MT-ND5,CHEMBL1431,non-small cell lung carcinoma,PHASE_2
MT-ND5,CHEMBL1431,adenocarcinoma,PHASE_2
MT-ND5,CHEMBL1431,colorectal adenocarcinoma,PHASE_2
MT-ND5,CHEMBL1431,metastatic colorectal cancer,PHASE_2
MT-ND5,CHEMBL1431,lung cancer,PHASE_2
MT-ND5,CHEMBL1431,endocrine neoplasm,PHASE_2
MT-ND5,CHEMBL1431,neuroendocrine neoplasm,PHASE_2
MT-ND5,CHEMBL1431,pancreatic neuroendocrine tumor,PHASE_2
MT-ND5,CHEMBL1431,urinary bladder cancer,PHASE_2
MT-ND5,CHEMBL1431,HIV infection,PHASE_2
MT-ND5,CHEMBL1431,rectum cancer,PHASE_2
MT-ND5,CHEMBL1431,ovarian carcinoma,PHASE_2
MT-ND5,CHEMBL1431,breast neoplasm,PHASE_2
MT-ND5,CHEMBL1431,physical activity,PHASE_2
MT-ND5,CHEMBL1431,prostate carcinoma,PHASE_2
MT-ND5,CHEMBL1431,hepatocellular carcinoma,PHASE_2
MT-ND5,CHEMBL1431,glioblastoma multiforme,PHASE_2
MT-ND5,CHEMBL1431,systolic heart failure,PHASE_2
MT-ND5,CHEMBL1431,diffuse large B-cell lymphoma,PHASE_2
MT-ND5,CHEMBL1431,atrial fibrillation,PHASE_2
MT-ND5,CHEMBL1431,multiple myeloma,PHASE_2
MT-ND5,CHEMBL1431,oral squamous cell carcinoma,PHASE_2
MT-ND5,CHEMBL1431,Bardet-Biedl syndrome,PHASE_2
MT-ND5,CHEMBL1431,blindness (disorder),PHASE_2
MT-ND5,CHEMBL1431,cerebral palsy,PHASE_2
MT-ND5,CHEMBL1431,fragile X syndrome,PHASE_2
MT-ND5,CHEMBL1431,esophageal squamous cell carcinoma,PHASE_2
MT-ND5,CHEMBL1431,rheumatoid arthritis,PHASE_2
MT-ND5,CHEMBL1431,small cell lung carcinoma,PHASE_2
MT-ND5,CHEMBL1431,Low back pain,PHASE_2
MT-ND5,CHEMBL1431,frontotemporal dementia,PHASE_2
MT-ND5,CHEMBL1431,triple-negative breast cancer,PHASE_2
MT-ND5,CHEMBL1431,head and neck squamous cell carcinoma,PHASE_2
MT-ND5,CHEMBL1431,burn,PHASE_2
MT-ND5,CHEMBL1431,peripheral neuropathy,PHASE_2
MT-ND5,CHEMBL1431,multiple sclerosis,PHASE_2
MT-ND5,CHEMBL1431,leprosy,PHASE_2
MT-ND5,CHEMBL1431,glaucoma,PHASE_2
MT-ND5,CHEMBL1431,inflammatory bowel disease,PHASE_2
MT-ND5,CHEMBL1431,oral mucosa leukoplakia,PHASE_2
MT-ND5,CHEMBL1431,freckles,PHASE_2
MT-ND5,CHEMBL1431,fibromyalgia,PHASE_2
MT-ND5,CHEMBL1431,sarcoidosis,PHASE_2
MT-ND5,CHEMBL1431,acne,PHASE_2
MT-ND5,CHEMBL1431,brain cancer,PHASE_2
MT-ND5,CHEMBL1431,gout,PHASE_2
MT-ND5,CHEMBL1431,hyperemesis gravidarum,PHASE_2
MT-ND5,CHEMBL1703,Abdominal Aortic Aneurysm,PHASE_2_3
MT-ND5,CHEMBL1703,"osteoarthritis, knee",PHASE_2_3
MT-ND5,CHEMBL1431,heart failure,PHASE_2_3
MT-ND5,CHEMBL1431,coronary artery disease,PHASE_2_3
MT-ND5,CHEMBL1431,Hyperglycemia,PHASE_2_3
MT-ND5,CHEMBL1431,periodontitis,PHASE_2_3
MT-ND5,CHEMBL1431,Abdominal Aortic Aneurysm,PHASE_2_3
MT-ND5,CHEMBL1431,Cognitive impairment,PHASE_2_3
MT-ND5,CHEMBL1431,breast cancer,PHASE_2_3
MT-ND5,CHEMBL1431,chronic kidney disease,PHASE_2_3
MT-ND5,CHEMBL1431,Periapical Periodontitis,PHASE_2_3
MT-ND5,CHEMBL1703,breast cancer,PHASE_3
MT-ND5,CHEMBL1703,abnormal glucose tolerance,PHASE_3
MT-ND5,CHEMBL1703,metabolic syndrome,PHASE_3
MT-ND5,CHEMBL1703,gestational diabetes,PHASE_3
MT-ND5,CHEMBL1703,mouth neoplasm,PHASE_3
MT-ND5,CHEMBL1703,chronic kidney disease,PHASE_3
MT-ND5,CHEMBL1703,aging,PHASE_3
MT-ND5,CHEMBL1703,obesity,PHASE_3
MT-ND5,CHEMBL1703,non-small cell lung carcinoma,PHASE_3
MT-ND5,CHEMBL1703,polycystic ovary syndrome,PHASE_3
MT-ND5,CHEMBL1703,prediabetes syndrome,PHASE_3
MT-ND5,CHEMBL1431,cardiovascular disease,PHASE_3
MT-ND5,CHEMBL1431,cancer,PHASE_3
MT-ND5,CHEMBL1431,Hepatic steatosis,PHASE_3
MT-ND5,CHEMBL1431,abnormal glucose tolerance,PHASE_3
MT-ND5,CHEMBL1431,polycystic ovary syndrome,PHASE_3
MT-ND5,CHEMBL1431,metabolic disease,PHASE_3
MT-ND5,CHEMBL1431,gestational diabetes,PHASE_3
MT-ND5,CHEMBL1431,Disorder of lipid metabolism,PHASE_3
MT-ND5,CHEMBL1431,obesity,PHASE_3
MT-ND5,CHEMBL1431,metabolic syndrome,PHASE_3
MT-ND5,CHEMBL1431,type 1 diabetes mellitus,PHASE_3
MT-ND5,CHEMBL1431,Insulin resistance,PHASE_3
MT-ND5,CHEMBL1431,prediabetes syndrome,PHASE_3
MT-ND5,CHEMBL1431,prostate cancer,PHASE_3
MT-ND5,CHEMBL1431,muscular dystrophy,PHASE_3
MT-ND5,CHEMBL1431,brain neoplasm,PHASE_3
MT-ND5,CHEMBL1431,bipolar disorder,PHASE_3
MT-ND5,CHEMBL1431,migraine disorder,PHASE_3
MT-ND5,CHEMBL1431,colorectal carcinoma,PHASE_3
MT-ND5,CHEMBL1431,colorectal cancer,PHASE_3
MT-ND5,CHEMBL1431,psoriasis,PHASE_3
MT-ND5,CHEMBL1431,pregnancy,PHASE_3
MT-ND5,CHEMBL1431,peripheral arterial disease,PHASE_3
MT-ND5,CHEMBL1431,infertility,PHASE_3
MT-ND5,CHEMBL1431,liver cancer,PHASE_3
MT-ND5,CHEMBL1431,aging,PHASE_3
MT-ND5,CHEMBL1431,Autosomal dominant polycystic kidney disease,PHASE_3
MT-ND5,CHEMBL1431,severe acute respiratory syndrome,PHASE_3
MT-ND5,CHEMBL1431,COVID-19,PHASE_3
MT-ND5,CHEMBL1431,Mental deterioration,PHASE_3
MT-ND5,CHEMBL1431,hidradenitis suppurativa,PHASE_3
MT-ND5,CHEMBL1431,endometrial cancer,PHASE_3
MT-ND5,CHEMBL1431,Huntington disease,PHASE_3
MT-ND5,CHEMBL1431,intermittent vascular claudication,PHASE_3
MT-ND5,CHEMBL1431,acute coronary syndrome,PHASE_3
MT-ND5,CHEMBL1431,thyroid cancer,PHASE_3
MT-ND5,CHEMBL1431,non-alcoholic fatty liver disease,PHASE_3
MT-ND5,CHEMBL1431,ischemia reperfusion injury,PHASE_3
MT-ND5,CHEMBL1431,epilepsy,PHASE_3
MT-ND5,CHEMBL1431,schizophrenia,PHASE_3
MT-ND5,CHEMBL1431,Sepsis,PHASE_3
MT-ND5,CHEMBL1431,preeclampsia,PHASE_3
MT-ND5,CHEMBL1431,long COVID-19,PHASE_3
MT-ND5,CHEMBL1431,osteoarthritis,PHASE_3
MT-ND5,CHEMBL1431,"osteoarthritis, hand",PHASE_3
MT-ND5,CHEMBL1431,Fanconi anemia,PHASE_3
MT-ND5,CHEMBL1431,Familial adenomatous polyposis,PHASE_3
MT-ND5,CHEMBL1431,chronic obstructive pulmonary disease,PHASE_3
MT-ND5,CHEMBL1431,Parkinson disease,PHASE_3
MT-ND5,CHEMBL1431,tuberculosis,PHASE_3
MT-ND5,CHEMBL1703,osteoarthritis,UNKNOWN
MT-ND5,CHEMBL1703,precocious puberty,UNKNOWN
MT-ND5,CHEMBL1431,liver disease,UNKNOWN
MT-ND5,CHEMBL1431,endocrine system disease,UNKNOWN
MT-ND5,CHEMBL1431,psoriatic arthritis,UNKNOWN
MT-ND5,CHEMBL1431,open-angle glaucoma,UNKNOWN
MT-ND5,CHEMBL1431,hepatitis B virus infection,UNKNOWN
MT-ND5,CHEMBL1431,chronic hepatitis B virus infection,UNKNOWN
MT-ND5,CHEMBL1431,autism,UNKNOWN
MT-ND5,CHEMBL1431,septic shock,UNKNOWN
MT-ND6,CHEMBL1703,type 2 diabetes mellitus,APPROVAL
MT-ND6,CHEMBL1703,diabetes mellitus,APPROVAL
MT-ND6,CHEMBL1431,diabetes mellitus,APPROVAL
MT-ND6,CHEMBL1431,type 2 diabetes mellitus,APPROVAL
MT-ND6,CHEMBL1703,head and neck malignant neoplasia,EARLY_PHASE_1
MT-ND6,CHEMBL1431,squamous cell carcinoma,EARLY_PHASE_1
MT-ND6,CHEMBL1431,diabetic retinopathy,EARLY_PHASE_1
MT-ND6,CHEMBL1431,neoplasm of thorax,EARLY_PHASE_1
MT-ND6,CHEMBL1431,primary progressive multiple sclerosis,EARLY_PHASE_1
MT-ND6,CHEMBL1431,secondary progressive multiple sclerosis,EARLY_PHASE_1
MT-ND6,CHEMBL1703,pancreatic carcinoma,PHASE_1
MT-ND6,CHEMBL1703,multiple myeloma,PHASE_1
MT-ND6,CHEMBL1703,diabetic neuropathy,PHASE_1
MT-ND6,CHEMBL1703,neoplasm,PHASE_1
MT-ND6,CHEMBL1431,neuropathic pain,PHASE_1
MT-ND6,CHEMBL1431,acute lymphoblastic leukemia,PHASE_1
MT-ND6,CHEMBL1431,malignant colon neoplasm,PHASE_1
MT-ND6,CHEMBL1431,Li-Fraumeni syndrome,PHASE_1
MT-ND6,CHEMBL1431,head and neck malignant neoplasia,PHASE_1
MT-ND6,CHEMBL1431,diabetes insipidus,PHASE_1
MT-ND6,CHEMBL1431,Duchenne muscular dystrophy,PHASE_1
MT-ND6,CHEMBL1431,hypertension,PHASE_1
MT-ND6,CHEMBL1431,sickle cell disease,PHASE_1
MT-ND6,CHEMBL1431,alopecia areata,PHASE_1
MT-ND6,CHEMBL5314386,colorectal cancer,PHASE_1
MT-ND6,CHEMBL1703,inflammation,PHASE_1_2
MT-ND6,CHEMBL1703,clear cell adenocarcinoma,PHASE_1_2
MT-ND6,CHEMBL1703,oral submucous fibrosis,PHASE_1_2
MT-ND6,CHEMBL1431,melanoma,PHASE_1_2
MT-ND6,CHEMBL1431,major depressive disorder,PHASE_1_2
MT-ND6,CHEMBL1431,obstructive sleep apnea,PHASE_1_2
MT-ND6,CHEMBL1431,focal segmental glomerulosclerosis,PHASE_1_2
MT-ND6,CHEMBL5314386,breast cancer,PHASE_1_2
MT-ND6,CHEMBL5314386,neoplasm,PHASE_1_2
MT-ND6,CHEMBL1703,Hyperinsulinemia,PHASE_2
MT-ND6,CHEMBL1703,prostate adenocarcinoma,PHASE_2
MT-ND6,CHEMBL1703,prostate cancer,PHASE_2
MT-ND6,CHEMBL1703,diabetic foot,PHASE_2
MT-ND6,CHEMBL1703,pancreatic ductal adenocarcinoma,PHASE_2
MT-ND6,CHEMBL1703,oral squamous cell carcinoma,PHASE_2
MT-ND6,CHEMBL1703,thyroiditis,PHASE_2
MT-ND6,CHEMBL1703,heart failure,PHASE_2
MT-ND6,CHEMBL1703,malignant colon neoplasm,PHASE_2
MT-ND6,CHEMBL1703,Fanconi anemia,PHASE_2
MT-ND6,CHEMBL1703,lung carcinoma,PHASE_2
MT-ND6,CHEMBL1703,Vitiligo,PHASE_2
MT-ND6,CHEMBL1703,secondary progressive multiple sclerosis,PHASE_2
MT-ND6,CHEMBL1703,multiple sclerosis,PHASE_2
MT-ND6,CHEMBL1703,primary progressive multiple sclerosis,PHASE_2
MT-ND6,CHEMBL1703,infertility,PHASE_2
MT-ND6,CHEMBL1431,Hepatitis,PHASE_2
MT-ND6,CHEMBL1431,body weight gain,PHASE_2
MT-ND6,CHEMBL1431,pulmonary arterial hypertension,PHASE_2
MT-ND6,CHEMBL1431,neoplasm,PHASE_2
MT-ND6,CHEMBL1431,colorectal neoplasm,PHASE_2
MT-ND6,CHEMBL1431,metastatic prostate cancer,PHASE_2
MT-ND6,CHEMBL1431,diabetic foot,PHASE_2
MT-ND6,CHEMBL1431,chronic lymphocytic leukemia,PHASE_2
MT-ND6,CHEMBL1431,prostate adenocarcinoma,PHASE_2
MT-ND6,CHEMBL1431,metastatic melanoma,PHASE_2
MT-ND6,CHEMBL1431,non-small cell lung carcinoma,PHASE_2
MT-ND6,CHEMBL1431,adenocarcinoma,PHASE_2
MT-ND6,CHEMBL1431,colorectal adenocarcinoma,PHASE_2
MT-ND6,CHEMBL1431,metastatic colorectal cancer,PHASE_2
MT-ND6,CHEMBL1431,lung cancer,PHASE_2
MT-ND6,CHEMBL1431,endocrine neoplasm,PHASE_2
MT-ND6,CHEMBL1431,neuroendocrine neoplasm,PHASE_2
MT-ND6,CHEMBL1431,pancreatic neuroendocrine tumor,PHASE_2
MT-ND6,CHEMBL1431,urinary bladder cancer,PHASE_2
MT-ND6,CHEMBL1431,HIV infection,PHASE_2
MT-ND6,CHEMBL1431,rectum cancer,PHASE_2
MT-ND6,CHEMBL1431,ovarian carcinoma,PHASE_2
MT-ND6,CHEMBL1431,breast neoplasm,PHASE_2
MT-ND6,CHEMBL1431,physical activity,PHASE_2
MT-ND6,CHEMBL1431,prostate carcinoma,PHASE_2
MT-ND6,CHEMBL1431,hepatocellular carcinoma,PHASE_2
MT-ND6,CHEMBL1431,glioblastoma multiforme,PHASE_2
MT-ND6,CHEMBL1431,systolic heart failure,PHASE_2
MT-ND6,CHEMBL1431,diffuse large B-cell lymphoma,PHASE_2
MT-ND6,CHEMBL1431,atrial fibrillation,PHASE_2
MT-ND6,CHEMBL1431,multiple myeloma,PHASE_2
MT-ND6,CHEMBL1431,oral squamous cell carcinoma,PHASE_2
MT-ND6,CHEMBL1431,Bardet-Biedl syndrome,PHASE_2
MT-ND6,CHEMBL1431,blindness (disorder),PHASE_2
MT-ND6,CHEMBL1431,cerebral palsy,PHASE_2
MT-ND6,CHEMBL1431,fragile X syndrome,PHASE_2
MT-ND6,CHEMBL1431,esophageal squamous cell carcinoma,PHASE_2
MT-ND6,CHEMBL1431,rheumatoid arthritis,PHASE_2
MT-ND6,CHEMBL1431,small cell lung carcinoma,PHASE_2
MT-ND6,CHEMBL1431,Low back pain,PHASE_2
MT-ND6,CHEMBL1431,frontotemporal dementia,PHASE_2
MT-ND6,CHEMBL1431,triple-negative breast cancer,PHASE_2
MT-ND6,CHEMBL1431,head and neck squamous cell carcinoma,PHASE_2
MT-ND6,CHEMBL1431,burn,PHASE_2
MT-ND6,CHEMBL1431,peripheral neuropathy,PHASE_2
MT-ND6,CHEMBL1431,multiple sclerosis,PHASE_2
MT-ND6,CHEMBL1431,leprosy,PHASE_2
MT-ND6,CHEMBL1431,glaucoma,PHASE_2
MT-ND6,CHEMBL1431,inflammatory bowel disease,PHASE_2
MT-ND6,CHEMBL1431,oral mucosa leukoplakia,PHASE_2
MT-ND6,CHEMBL1431,freckles,PHASE_2
MT-ND6,CHEMBL1431,fibromyalgia,PHASE_2
MT-ND6,CHEMBL1431,sarcoidosis,PHASE_2
MT-ND6,CHEMBL1431,acne,PHASE_2
MT-ND6,CHEMBL1431,brain cancer,PHASE_2
MT-ND6,CHEMBL1431,gout,PHASE_2
MT-ND6,CHEMBL1431,hyperemesis gravidarum,PHASE_2
MT-ND6,CHEMBL1703,Abdominal Aortic Aneurysm,PHASE_2_3
MT-ND6,CHEMBL1703,"osteoarthritis, knee",PHASE_2_3
MT-ND6,CHEMBL1431,heart failure,PHASE_2_3
MT-ND6,CHEMBL1431,coronary artery disease,PHASE_2_3
MT-ND6,CHEMBL1431,Hyperglycemia,PHASE_2_3
MT-ND6,CHEMBL1431,periodontitis,PHASE_2_3
MT-ND6,CHEMBL1431,Abdominal Aortic Aneurysm,PHASE_2_3
MT-ND6,CHEMBL1431,Cognitive impairment,PHASE_2_3
MT-ND6,CHEMBL1431,breast cancer,PHASE_2_3
MT-ND6,CHEMBL1431,chronic kidney disease,PHASE_2_3
MT-ND6,CHEMBL1431,Periapical Periodontitis,PHASE_2_3
MT-ND6,CHEMBL1703,breast cancer,PHASE_3
MT-ND6,CHEMBL1703,abnormal glucose tolerance,PHASE_3
MT-ND6,CHEMBL1703,metabolic syndrome,PHASE_3
MT-ND6,CHEMBL1703,gestational diabetes,PHASE_3
MT-ND6,CHEMBL1703,mouth neoplasm,PHASE_3
MT-ND6,CHEMBL1703,chronic kidney disease,PHASE_3
MT-ND6,CHEMBL1703,aging,PHASE_3
MT-ND6,CHEMBL1703,obesity,PHASE_3
MT-ND6,CHEMBL1703,non-small cell lung carcinoma,PHASE_3
MT-ND6,CHEMBL1703,polycystic ovary syndrome,PHASE_3
MT-ND6,CHEMBL1703,prediabetes syndrome,PHASE_3
MT-ND6,CHEMBL1431,cardiovascular disease,PHASE_3
MT-ND6,CHEMBL1431,cancer,PHASE_3
MT-ND6,CHEMBL1431,Hepatic steatosis,PHASE_3
MT-ND6,CHEMBL1431,abnormal glucose tolerance,PHASE_3
MT-ND6,CHEMBL1431,polycystic ovary syndrome,PHASE_3
MT-ND6,CHEMBL1431,metabolic disease,PHASE_3
MT-ND6,CHEMBL1431,gestational diabetes,PHASE_3
MT-ND6,CHEMBL1431,Disorder of lipid metabolism,PHASE_3
MT-ND6,CHEMBL1431,obesity,PHASE_3
MT-ND6,CHEMBL1431,metabolic syndrome,PHASE_3
MT-ND6,CHEMBL1431,type 1 diabetes mellitus,PHASE_3
MT-ND6,CHEMBL1431,Insulin resistance,PHASE_3
MT-ND6,CHEMBL1431,prediabetes syndrome,PHASE_3
MT-ND6,CHEMBL1431,prostate cancer,PHASE_3
MT-ND6,CHEMBL1431,muscular dystrophy,PHASE_3
MT-ND6,CHEMBL1431,brain neoplasm,PHASE_3
MT-ND6,CHEMBL1431,bipolar disorder,PHASE_3
MT-ND6,CHEMBL1431,migraine disorder,PHASE_3
MT-ND6,CHEMBL1431,colorectal carcinoma,PHASE_3
MT-ND6,CHEMBL1431,colorectal cancer,PHASE_3
MT-ND6,CHEMBL1431,psoriasis,PHASE_3
MT-ND6,CHEMBL1431,pregnancy,PHASE_3
MT-ND6,CHEMBL1431,peripheral arterial disease,PHASE_3
MT-ND6,CHEMBL1431,infertility,PHASE_3
MT-ND6,CHEMBL1431,liver cancer,PHASE_3
MT-ND6,CHEMBL1431,aging,PHASE_3
MT-ND6,CHEMBL1431,Autosomal dominant polycystic kidney disease,PHASE_3
MT-ND6,CHEMBL1431,severe acute respiratory syndrome,PHASE_3
MT-ND6,CHEMBL1431,COVID-19,PHASE_3
MT-ND6,CHEMBL1431,Mental deterioration,PHASE_3
MT-ND6,CHEMBL1431,hidradenitis suppurativa,PHASE_3
MT-ND6,CHEMBL1431,endometrial cancer,PHASE_3
MT-ND6,CHEMBL1431,Huntington disease,PHASE_3
MT-ND6,CHEMBL1431,intermittent vascular claudication,PHASE_3
MT-ND6,CHEMBL1431,acute coronary syndrome,PHASE_3
MT-ND6,CHEMBL1431,thyroid cancer,PHASE_3
MT-ND6,CHEMBL1431,non-alcoholic fatty liver disease,PHASE_3
MT-ND6,CHEMBL1431,ischemia reperfusion injury,PHASE_3
MT-ND6,CHEMBL1431,epilepsy,PHASE_3
MT-ND6,CHEMBL1431,schizophrenia,PHASE_3
MT-ND6,CHEMBL1431,Sepsis,PHASE_3
MT-ND6,CHEMBL1431,preeclampsia,PHASE_3
MT-ND6,CHEMBL1431,long COVID-19,PHASE_3
MT-ND6,CHEMBL1431,osteoarthritis,PHASE_3
MT-ND6,CHEMBL1431,"osteoarthritis, hand",PHASE_3
MT-ND6,CHEMBL1431,Fanconi anemia,PHASE_3
MT-ND6,CHEMBL1431,Familial adenomatous polyposis,PHASE_3
MT-ND6,CHEMBL1431,chronic obstructive pulmonary disease,PHASE_3
MT-ND6,CHEMBL1431,Parkinson disease,PHASE_3
MT-ND6,CHEMBL1431,tuberculosis,PHASE_3
MT-ND6,CHEMBL1703,osteoarthritis,UNKNOWN
MT-ND6,CHEMBL1703,precocious puberty,UNKNOWN
MT-ND6,CHEMBL1431,liver disease,UNKNOWN
MT-ND6,CHEMBL1431,endocrine system disease,UNKNOWN
MT-ND6,CHEMBL1431,psoriatic arthritis,UNKNOWN
MT-ND6,CHEMBL1431,open-angle glaucoma,UNKNOWN
MT-ND6,CHEMBL1431,hepatitis B virus infection,UNKNOWN
MT-ND6,CHEMBL1431,chronic hepatitis B virus infection,UNKNOWN
MT-ND6,CHEMBL1431,autism,UNKNOWN
MT-ND6,CHEMBL1431,septic shock,UNKNOWN
MTNR1A,CHEMBL1218,insomnia,APPROVAL
MTNR1A,CHEMBL45,insomnia,APPROVAL
MTNR1A,CHEMBL45,autism,APPROVAL
MTNR1A,CHEMBL2103822,Chromosomal anomaly,APPROVAL
MTNR1A,CHEMBL2103822,sleep-wake disorder,APPROVAL
MTNR1A,CHEMBL2103822,insomnia,APPROVAL
MTNR1A,CHEMBL2103822,circadian rhythm sleep disorder,APPROVAL
MTNR1A,CHEMBL10878,major depressive disorder,APPROVAL
MTNR1A,CHEMBL45,pineal body neoplasm,EARLY_PHASE_1
MTNR1A,CHEMBL45,Osteopenia,EARLY_PHASE_1
MTNR1A,CHEMBL2103822,REM sleep behavior disorder,EARLY_PHASE_1
MTNR1A,CHEMBL1218,cannabis dependence,PHASE_1
MTNR1A,CHEMBL45,neoplasm,PHASE_1
MTNR1A,CHEMBL45,sunburn,PHASE_1
MTNR1A,CHEMBL45,brain ischemia,PHASE_1
MTNR1A,CHEMBL45,skin disease,PHASE_1
MTNR1A,CHEMBL45,"osteoarthritis, knee",PHASE_1
MTNR1A,CHEMBL45,hemorrhage,PHASE_1
MTNR1A,CHEMBL2103822,liver disease,PHASE_1
MTNR1A,CHEMBL2103822,kidney disease,PHASE_1
MTNR1A,CHEMBL45,Hot flashes,PHASE_1_2
MTNR1A,CHEMBL45,postpartum hemorrhage,PHASE_1_2
MTNR1A,CHEMBL45,asphyxia neonatorum,PHASE_1_2
MTNR1A,CHEMBL45,Sepsis,PHASE_1_2
MTNR1A,CHEMBL45,oral mucositis,PHASE_1_2
MTNR1A,CHEMBL45,metabolic disease,PHASE_1_2
MTNR1A,CHEMBL45,Neonatal sepsis,PHASE_1_2
MTNR1A,CHEMBL45,periodontal disorder,PHASE_1_2
MTNR1A,CHEMBL45,necrotizing enterocolitis,PHASE_1_2
MTNR1A,CHEMBL1218,drug dependence,PHASE_2
MTNR1A,CHEMBL1218,chronic obstructive pulmonary disease,PHASE_2
MTNR1A,CHEMBL1218,migraine disorder,PHASE_2
MTNR1A,CHEMBL1218,migraine with aura,PHASE_2
MTNR1A,CHEMBL1218,migraine without aura,PHASE_2
MTNR1A,CHEMBL1218,nicotine dependence,PHASE_2
MTNR1A,CHEMBL1218,COVID-19,PHASE_2
MTNR1A,CHEMBL45,hypertension,PHASE_2
MTNR1A,CHEMBL45,Cognitive impairment,PHASE_2
MTNR1A,CHEMBL45,acute myocardial infarction,PHASE_2
MTNR1A,CHEMBL45,major depressive disorder,PHASE_2
MTNR1A,CHEMBL45,ulcerative colitis,PHASE_2
MTNR1A,CHEMBL45,Blindness,PHASE_2
MTNR1A,CHEMBL45,metabolic syndrome,PHASE_2
MTNR1A,CHEMBL45,ischemia reperfusion injury,PHASE_2
MTNR1A,CHEMBL45,relapsing-remitting multiple sclerosis,PHASE_2
MTNR1A,CHEMBL45,enuresis,PHASE_2
MTNR1A,CHEMBL45,schizophrenia,PHASE_2
MTNR1A,CHEMBL45,burn,PHASE_2
MTNR1A,CHEMBL45,atrial fibrillation,PHASE_2
MTNR1A,CHEMBL45,head and neck malignant neoplasia,PHASE_2
MTNR1A,CHEMBL45,alcohol-related disorders,PHASE_2
MTNR1A,CHEMBL45,dengue disease,PHASE_2
MTNR1A,CHEMBL45,injury,PHASE_2
MTNR1A,CHEMBL45,essential hypertension,PHASE_2
MTNR1A,CHEMBL45,actinic keratosis,PHASE_2
MTNR1A,CHEMBL45,menopause,PHASE_2
MTNR1A,CHEMBL45,bipolar disorder,PHASE_2
MTNR1A,CHEMBL45,primary ciliary dyskinesia,PHASE_2
MTNR1A,CHEMBL10878,obsessive-compulsive disorder,PHASE_2
MTNR1A,CHEMBL4297523,dementia,PHASE_2
MTNR1A,CHEMBL4297523,insomnia,PHASE_2
MTNR1A,CHEMBL45,Fatigue,PHASE_2_3
MTNR1A,CHEMBL45,aortic aneurysm,PHASE_2_3
MTNR1A,CHEMBL45,Pain,PHASE_2_3
MTNR1A,CHEMBL45,Parkinson disease,PHASE_2_3
MTNR1A,CHEMBL45,COVID-19,PHASE_2_3
MTNR1A,CHEMBL45,epilepsy,PHASE_2_3
MTNR1A,CHEMBL45,Mandibular prognathia,PHASE_2_3
MTNR1A,CHEMBL2103822,major depressive disorder,PHASE_2_3
MTNR1A,CHEMBL2103822,Smith-Magenis syndrome,PHASE_2_3
MTNR1A,CHEMBL4297523,Alzheimer disease,PHASE_2_3
MTNR1A,CHEMBL1218,bipolar disorder,PHASE_3
MTNR1A,CHEMBL1218,Sleep Disorder,PHASE_3
MTNR1A,CHEMBL1218,obstructive sleep apnea,PHASE_3
MTNR1A,CHEMBL1218,depressive disorder,PHASE_3
MTNR1A,CHEMBL45,gastroesophageal reflux disease,PHASE_3
MTNR1A,CHEMBL45,migraine disorder,PHASE_3
MTNR1A,CHEMBL45,cancer,PHASE_3
MTNR1A,CHEMBL45,diabetes mellitus,PHASE_3
MTNR1A,CHEMBL45,Sleep Disorder,PHASE_3
MTNR1A,CHEMBL45,breast cancer,PHASE_3
MTNR1A,CHEMBL45,Anxiety,PHASE_3
MTNR1A,CHEMBL45,delirium,PHASE_3
MTNR1A,CHEMBL45,attention deficit hyperactivity disorder,PHASE_3
MTNR1A,CHEMBL45,oral squamous cell carcinoma,PHASE_3
MTNR1A,CHEMBL45,irritable bowel syndrome,PHASE_3
MTNR1A,CHEMBL45,autism spectrum disorder,PHASE_3
MTNR1A,CHEMBL45,tooth disease,PHASE_3
MTNR1A,CHEMBL45,Uveal Melanoma,PHASE_3
MTNR1A,CHEMBL45,ocular cancer,PHASE_3
MTNR1A,CHEMBL45,fetal growth restriction,PHASE_3
MTNR1A,CHEMBL45,stroke,PHASE_3
MTNR1A,CHEMBL45,cardiomyopathy,PHASE_3
MTNR1A,CHEMBL10878,depressive disorder,PHASE_3
MTNR1A,CHEMBL1218,circadian rhythm sleep disorder,UNKNOWN
MTNR1A,CHEMBL1218,neuropathic pain,UNKNOWN
MTNR1A,CHEMBL1218,delirium,UNKNOWN
